Nome,2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010
CARLOS FELIPE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CARLOS FERNANDO,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CARLOS GABRIEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
CARLOS HENRIQUE,0,0,0,0,0,0,0,0,73,205,18,12,3,5,2
CARLOS IURI,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CARLOS KAYKY,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CARLOS KLEBERSON,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CARLOS LEANDRO,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CARLOS MAGNO,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CARLOS MANUEL,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CARLOS MIGUEL,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CARLOS NATHANAEL,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CARLOS RICARDO,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
CARLOS RODRIGO,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
CARLOS VITOR,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CARLOS YANOMAMI,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CARMEN EDILAINE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CARMEN NAYARA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CAROL KULINA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CAROLINA COSTA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CAROLINA GAMA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CAROLINA LAPA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CAROLINA NAVARRO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CAROLINE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CAROLINE LEMES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CAROLLINA ESTHEFFANE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CASSIANE CAROLINE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CASSIANE GABRIELLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CATALINA ALMA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CATARINA,411,0,282,0,0,0,0,0,0,0,0,0,0,0,0
CATARINA CANTARELLI,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CATARINA OLIVEIRA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CATARINA PIANCA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CATHARINA MAWUKANI,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CATIELE VITÓRIA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CAUAN ARAUJO,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CAUAN LUCAS,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CAUAN MIGUEL,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CAUAN RODRIGO,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CAUANE,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CAUANE VITÓRIA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CAUANI,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CAUANY,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CAUÃ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
CAUÃ BRAGA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CAUÃ BRUNO,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CAUÃ HENRIQUE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CAUÃ KEI,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CAUÃ LUIZ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CAUÃ MARIANO,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CAUÃ NICASSO,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CAUÃ PERE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CAUÃ PONTES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CAUÃ ROBERTO,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CAUÃ VALENTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CAUÃ VINICIUS,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
CAUÊ GUSTAVO,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CAUÊ HENRIQUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CAYO KAYLLAN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CECILIA,19389,15679,11898,9469,8930,1293,0,473,0,0,0,0,0,0,0
CECILIA ZOE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CECÍLIA,0,0,0,0,0,0,1023,360,92,0,0,0,0,0,0
CECÍLIA MIRANDA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CECÍLIA VARELLA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CECÍLIA VITÓRIA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CELESTINO FRANCISCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CELIA SABRINA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CELSO GUILHERME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CELYANNE PRADO,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CESAR LUIZ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CESARIO,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CHAIANE CARDOSO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CHALISANDER ISNARDE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CHARLLES FERNANDO,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CHARLÉNE CLARISSE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CHAUANI CAPANEMA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CHEIMARA ROA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CHIARA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CHIARA ALESSANDRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CHIARA BEATRIZ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CHILENA PAULINO,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CHLOÉ CORRENTE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CHRISTIAN YAGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CHRISTOFER MARCELO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CHRISTOPHER ARRUDA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CHRISTOPHER LÖFFLER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CHRYSTOFFER JOSÉ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CIBELLY DAVILA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CICERO CLEMENTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
CICERO VINICIUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CINDY,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CINTIA NOELE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CIONA AIONA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CIRO JOSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CLARA,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0
CLARA AKUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CLARA ARAUJO,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CLARA BEATRIZ,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0
CLARA BEAUGRAND,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CLARA EDUARDA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CLARA GONÇALVES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CLARA IASMIM,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CLARA ISABELE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CLARA LAÍS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CLARA MIGUEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CLARA OLIVEIRA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CLARA RAISSA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CLARA VANDA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CLARICE,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
CLARICE PORTELA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CLARISSA NOVAIS,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CLARISSE ALMEIDA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CLARISSY BEATRIZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CLARK DOUGLAS,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CLAUANY EMANUELE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CLAUANY THIFANY,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CLAUDEMILSON MANOEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CLAUDEMIR ALMEIDA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CLAUDIO AGUSTIN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CLAUDIO GONÇALVES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CLAUDIONEI REIS,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CLEBER BENITES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CLEBER LUCAS,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CLEBER RIVEROS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CLEBERTON,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CLEBESON CAUAN,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CLEICIARA RODRIGUE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CLEIDI OLIVEIRA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CLEIDIANE ALMEIDA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CLEIDIANE PESSOA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CLEIDSOM MARCELO,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CLEIDSON GALA\'YP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CLEIMILSON GONÇALVES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CLEISMAR GONÇALVES,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CLEISON MOISÉS,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CLEISSE JERA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CLEITON ANASTACIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CLEITON GABRIEL,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CLEITON GAKRI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CLEITON VINICIUS,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CLEIZIMARA VILHALBA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CLEONI XIRIXANA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CLEONICY VICTORIA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CLOUDHY PACHECO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CLOVIS YANOMAMI,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CLÁUDIO EDUARDO,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CLÉA BEATRIZ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
COLOMBA MONTICELLI,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CONNOR TROY,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
COSME,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
COSME ARTUR,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CRECILAINE GONÇALVES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CREUSA EUSSA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CRISLAINE FRANCA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CRISLAINY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CRISTHIAN SAMUEL,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CRISTHIAN WASHINGTON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CRISTIAN CALEBE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CRISTIAN PACHECO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CRISTIAN REINKE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CRISTIAN RENE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CRISTIAN SAMUEL,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CRISTIANE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CRISTIANE COSTA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CRISTIANE FREITAS,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CRISTIANE GABRIELLY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CRISTIANE ZUHUAEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CRISTIANO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CRISTIANO CONCEIÇÃO,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CRISTIANO FABRICIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CRISTIELI VALDOMERA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CRISTINA MASCARELLO,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CRISTION JORGE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CRISTOFER,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CRISTOFER DIOSNEL,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CRISTOFER GABRIEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CRISTOFER OLIVEIRA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CRISTOPHER KAYE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CRISTYAN LOURRAN,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CRYSTIAN RAUAN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CRYSTIANE MARREIRA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CÁSSIO HENRIQUE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CÉSAR CORREA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DAEYVID SAMUEL,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DAFFYNE CRISTINA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DAFNE GABRIELE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DAFNY DAMÁSIO,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
DAFNY EMANNUELE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DAFNY NAYARA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DAFNY REBECA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DAIADI ROCHA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DAILINE SOUSA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DAISY JAZMIN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DALIA SBAI,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DALTON DEMOSTENES,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DALVA SENTURIÃO,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DAMARA VÉRA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DAMARES EDUARDA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DAMARIS LUJAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DAMIANA ADRIAN,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DANIEL,702,881,1069,2339,3386,55,1449,627,1144,2361,104,7,7,9,13
DANIEL AGUSTIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DANIEL ARAÚJO,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DANIEL AZAFE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DANIEL AZEVEDO,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DANIEL BANDEIRA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DANIEL BENINCÁ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DANIEL CAMILO,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DANIEL COSTA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DANIEL EDUARDO,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DANIEL ERIKE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DANIEL FELIPE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DANIEL FERNANDEZ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DANIEL FERNANDO,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DANIEL FIAMONCINI,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DANIEL FOCA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DANIEL FRANCISCO,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DANIEL GLEYDSON,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DANIEL GÉA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DANIEL HABRHAN,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DANIEL JOE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DANIEL JORGE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DANIEL JOSÉ,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
DANIEL JULIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DANIEL LEVI,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
DANIEL LUÍS,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DANIEL MARCELINO,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DANIEL MARCIO,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DANIEL MATIAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DANIEL MATOS,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DANIEL MELATTI,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DANIEL MENDONÇA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DANIEL MIRANDA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DANIEL OLIVER,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DANIEL PAIVA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DANIEL PISSINATI,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DANIEL RODRÍGUEZ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DANIEL ROGERIO,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DANIEL ROSÁRIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DANIEL VALÉRIO,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DANIEL VENANCIO,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DANIEL VIQUIÑEZ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DANIELA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DANIELA BARROS,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DANIELA LOOR,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DANIELA MARIA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DANIELA NOBRE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DANIELA SERRÃO,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DANIELA VITORIA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DANIELE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DANIELE CAVALCANTE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DANIELE EUFRACIO,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DANIELE SOFIA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DANIELI NIVAGA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DANIELLA ALARCON-LIMIRO,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DANIELYS NAZARETH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DANILA CATARINE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DANILLO JORGE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DANILO,0,0,0,0,0,0,0,0,0,0,5,0,3,0,1
DANILO AUGUSTO,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
DANILO CABRAL,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DANILO DIONISIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DANILO ESTEVÃO,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DANILO FELIPE,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
DANILO GILMAR,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DANILO JOSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DANILO KLÖPPEL,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DANILO LUCIANO,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DANILO MARIANO,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DANILO OLIVEIRA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DANILO VEIGA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
DANNA GABRIELLY,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DANNIEL ANDERSON,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DANYEL MESSY,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DANYELLA VITÓRIA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DANYELLE VITÓRIA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DARA ALANA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DARIEL,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DARIELSON FAÇANHA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DARLAN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DARLLYSON GABRIEL,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DARRELL,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DARVYN WILLIAN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DAVI,17074,18459,18315,19830,21540,4957,10206,7349,8237,9548,311,26,15,13,5
DAVI ALBUQUERQUE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DAVI BRUNHARA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
DAVI CASENDEY,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DAVI CASTRO,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DAVI CLAÚDIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DAVI COMICIOLI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DAVI COUTO,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DAVI EDUARDO,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DAVI EMANUEL,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
DAVI EUFRASIO,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DAVI EVANGELISTA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DAVI FARIAS,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DAVI FELIPE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DAVI GABRIEL,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1
DAVI GONÇALVES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DAVI HENRIQUE,0,0,0,0,0,0,0,0,0,108,8,1,4,0,0
DAVI ISAAC,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DAVI ISMAEL,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DAVI JATOBÁ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DAVI JÚNIO,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DAVI KAWAN,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DAVI KUSTER,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DAVI LAZZARI,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DAVI LEANDRO,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DAVI LEONARDO,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
DAVI LUCAS,767,387,715,1091,3198,6231,7728,5387,6264,7833,327,28,7,0,1
DAVI LUCCA,1895,2735,1874,685,2138,5754,6098,4381,3797,3120,61,3,0,0,0
DAVI LUCENA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DAVI LUCIANO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DAVI LUIS,0,0,0,0,0,0,0,0,41,40,19,0,1,1,0
DAVI LUIZ,0,0,0,0,0,646,909,866,1610,4817,277,2,6,1,2
DAVI LUKA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DAVI LUÍS,0,0,0,0,0,0,0,0,0,15,2,2,2,0,0
DAVI MACHADO,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DAVI MARCELINO,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
DAVI MARVIN,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DAVI MIGUEL,0,0,0,0,0,557,494,638,1760,317,49,0,0,0,0
DAVI MIKAEL,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DAVI MIOTELLI,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DAVI NOBRE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DAVI OLIVEIRA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
DAVI PACHECO,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DAVI PAULO,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DAVI PAULON,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DAVI PEYNEAU,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DAVI ROBERTO,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DAVI ROCHA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DAVI ROGER,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DAVI RUBERTO,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DAVI SALLES,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
